,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,count_of_porch,sum_of_area_porch,PC_added,Total_flor_SF
390,50,RL,50.0,8405,Grvl,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1.5Fin,5,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,TA,BrkTil,TA,Gd,No,Rec,BLQ,GasA,Ex,Y,SBrkr,0,1367,1,0,1,0,4,1,TA,7,0,Noune,Detchd,1978.0,Unf,1,384,TA,TA,Y,0,MnPrv,Noune,0,WD,Normal,11.686887175419702,2,242,0.21923808230367764,1367
391,60,RL,71.0,12209,Noune,IR1,Lvl,CulDSac,Gtl,Mitchel,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,TA,PConc,Ex,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,0,1961,1,0,2,1,3,1,Gd,7,1,TA,BuiltIn,2001.0,Fin,2,560,TA,TA,Y,125,Noune,Noune,0,WD,Normal,12.278397958261774,1,192,0.6110747875957768,1961
392,20,RL,76.46236559139786,8339,Noune,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,7,1959,1959,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,TA,Slab,Noune,Noune,Noune,Noune,Noune,GasA,TA,Y,SBrkr,0,882,0,0,1,0,3,1,TA,5,0,Noune,Attchd,1959.0,RFn,1,294,TA,TA,Y,0,MnPrv,Shed,1200,WD,Normal,11.575909653758895,0,0,-1.1939028762387944,882
393,30,RL,57.509803921568626,7446,Noune,Reg,Lvl,Corner,Gtl,BrkSide,1Fam,1Story,4,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,Noune,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,FuseA,0,788,0,0,1,0,2,1,TA,4,2,TA,Noune,1941.0,Noune,0,0,Noune,Noune,Y,0,GdWo,Noune,0,WD,Abnorml,11.51293546492023,0,0,-0.5560493709280059,788
394,50,RL,60.0,10134,Noune,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,0,1034,0,0,1,0,2,1,TA,5,0,Noune,Detchd,1940.0,Unf,1,240,TA,TA,Y,0,Noune,Noune,0,WD,Normal,11.599112335481124,1,39,-1.2830441313256524,1034
395,20,RL,68.0,9571,Noune,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,TA,Y,SBrkr,0,1144,1,0,1,0,3,1,TA,6,0,Noune,Attchd,1956.0,Unf,1,596,TA,TA,Y,44,Noune,Noune,0,WD,Normal,11.767575435251748,0,0,0.704943546355566,1144
396,20,RL,60.0,7200,Noune,Reg,Low,Inside,Gtl,CollgCr,1Fam,1Story,5,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,Noune,0.0,TA,TA,CBlock,TA,TA,Av,Rec,Unf,GasA,TA,Y,SBrkr,0,894,0,0,1,0,2,1,TA,6,0,Noune,Detchd,1985.0,RFn,2,600,TA,TA,Y,215,Noune,Noune,0,WD,Normal,11.719947764402807,0,0,0.8400383630346475,894
397,60,RL,69.0,7590,Noune,Reg,Lvl,Inside,Gtl,NAmes,1Fam,2Story,5,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,0,1812,0,0,2,0,4,1,TA,8,1,TA,Attchd,1962.0,RFn,1,264,TA,TA,Y,0,Noune,Noune,0,WD,Normal,12.040614105490253,1,168,0.1902137587841186,1812
398,30,RM,60.0,8967,Noune,Reg,Lvl,Corner,Gtl,IDOTRR,1Fam,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,Fa,BrkTil,Fa,Po,No,Unf,Unf,GasA,Gd,Y,Mix,0,1077,0,0,1,0,2,1,TA,6,0,Noune,Detchd,1920.0,Unf,1,338,Po,Po,N,0,Noune,Noune,0,WD,Abnorml,11.112462823634855,0,0,-1.3104535512571216,1077
399,60,FV,65.0,8125,Noune,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,7,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1550,1,0,2,0,2,1,Gd,7,0,Noune,Attchd,2007.0,Fin,2,438,TA,TA,Y,0,Noune,Noune,0,WD,Normal,12.392556361841777,1,168,0.9125277784942197,1550
400,120,RL,38.0,14963,Noune,IR2,Lvl,Inside,Gtl,Veenker,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,Noune,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1288,1,0,1,1,1,1,Ex,4,2,Gd,Attchd,1996.0,Fin,2,500,TA,TA,Y,120,Noune,Noune,0,WD,Normal,12.411056299528171,2,254,0.82046470791967,1288
401,20,RL,65.0,8767,Noune,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1310,0,0,2,0,3,1,Gd,6,1,Gd,Attchd,2005.0,Fin,2,400,TA,TA,Y,0,Noune,Noune,0,New,Partial,12.013646205940514,0,0,-1.2866070166801098,1310
402,30,RL,60.0,10200,Noune,Reg,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,8,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,672,0,0,1,0,2,1,TA,4,0,Noune,Detchd,1940.0,Unf,1,240,TA,TA,N,168,GdPrv,Noune,0,WD,Normal,11.58989576532275,0,0,-1.2754034523182074,672
403,60,RL,93.0,12090,Noune,Reg,Lvl,Corner,Gtl,NoRidge,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,650.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,2263,0,0,2,1,4,1,Gd,10,1,TA,BuiltIn,1998.0,Fin,2,420,TA,TA,Y,144,Noune,Noune,0,WD,Abnorml,12.460718739865236,1,123,-1.3322840627069643,2263
404,60,RL,79.87755102040816,10364,Noune,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,6,5,1995,1996,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,1572,0,0,2,1,3,1,TA,7,1,TA,BuiltIn,1995.0,Fin,2,373,TA,TA,Y,0,Noune,Noune,0,WD,Normal,12.031725210748633,1,40,-1.2916550552864237,1572
405,20,RL,74.4375,9991,Noune,IR1,Lvl,Corner,Gtl,Sawyer,1Fam,1Story,4,4,1976,1993,Gable,CompShg,Plywood,Plywood,Noune,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,0,1620,1,0,2,0,3,1,TA,8,1,TA,Attchd,1993.0,Unf,2,490,TA,TA,Y,120,GdWo,Noune,0,WD,Normal,11.918397239722838,1,78,1.7278030365729518,1620
406,50,RL,51.0,10480,Noune,Reg,Lvl,Inside,Gtl,SWISU,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,473,1639,0,0,1,0,3,1,TA,6,0,Noune,Detchd,1936.0,Unf,1,240,TA,TA,Y,0,Noune,Noune,0,WD,Normal,11.652696102959753,0,0,-1.3229454550311983,1166
407,70,RL,63.0,15576,Noune,Reg,Lvl,Inside,Gtl,Crawfor,1Fam,2Story,6,7,1915,1976,Gable,CompShg,Wd Sdng,Plywood,Noune,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,1680,0,0,2,0,4,1,TA,8,0,Noune,Attchd,1960.0,Unf,1,308,TA,TA,Y,0,Noune,Noune,0,WD,Normal,12.083910661257521,1,160,-1.2957785963380606,1680
408,60,RL,109.0,14154,Noune,Reg,Lvl,Corner,Gtl,NridgHt,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,2172,0,0,2,1,3,1,Gd,9,1,Gd,Attchd,2006.0,RFn,3,947,TA,TA,Y,192,Noune,Noune,0,New,Partial,12.54254845357358,1,62,-1.3228241744120326,2172
409,60,FV,85.0,10800,Noune,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,2078,1,0,2,1,3,1,Ex,8,1,Gd,Attchd,2008.0,Fin,3,836,TA,TA,Y,0,Noune,Noune,0,New,Partial,12.73596827534975,1,102,0.8561458116843734,2078
410,20,RL,68.0,9571,Noune,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1Story,5,3,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,Noune,0.0,TA,Fa,CBlock,TA,Fa,No,Unf,Unf,GasA,TA,Y,FuseA,0,1276,0,0,1,0,3,1,TA,5,0,Noune,Attchd,1958.0,Unf,1,350,TA,TA,Y,0,Noune,Noune,0,COD,Abnorml,11.002116507732017,0,0,-1.3486569462943463,1276
411,190,RL,100.0,34650,Noune,Reg,Bnk,Inside,Gtl,Gilbert,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,TA,N,SBrkr,0,1056,1,0,1,0,3,1,TA,5,0,Noune,Attchd,1955.0,Fin,2,572,TA,TA,Y,264,Noune,Noune,0,WD,Normal,11.884495917930655,0,0,1.589657499220571,1056
412,20,FV,64.66666666666667,4403,Noune,IR2,Lvl,Inside,Gtl,Somerst,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1478,1,0,2,1,2,1,Gd,7,1,Gd,Attchd,2009.0,Fin,2,484,TA,TA,Y,0,Noune,Noune,0,New,Partial,12.310437165348775,1,144,0.22149236545728135,1478
413,30,RM,56.0,8960,Grvl,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1Story,5,6,1927,1950,Gable,CompShg,WdShing,Wd Shng,Noune,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,0,1028,0,0,1,0,2,1,TA,5,1,Gd,Detchd,1927.0,Unf,2,360,TA,TA,Y,0,Noune,Noune,0,WD,Normal,11.652696102959753,1,130,-1.316153740357914,1028
414,60,RL,59.0,11228,Noune,IR2,Lvl,CulDSac,Gtl,SawyerW,1Fam,2Story,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,GLQ,GasA,Ex,Y,SBrkr,0,2097,0,1,2,1,3,1,Gd,9,1,TA,Attchd,1993.0,Unf,3,678,TA,TA,Y,196,Noune,Noune,0,WD,Normal,12.337105293891872,1,187,-0.02850526569986643,2097
415,20,RL,73.0,8899,Noune,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1340,0,0,2,0,3,1,Gd,6,0,Noune,Attchd,2007.0,Fin,2,396,TA,TA,Y,100,Noune,Noune,0,New,Partial,12.106997888588934,1,30,-1.2902454352550834,1340
416,60,RL,74.0,7844,Noune,Reg,Lvl,Inside,Gtl,Sawyer,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,0,1400,0,0,1,1,3,1,TA,6,1,TA,Attchd,1978.0,Fin,2,440,TA,TA,Y,0,Noune,Noune,0,WD,Normal,11.915058360753719,0,0,-0.699142811936224,1400
417,70,RL,86.0,22420,Noune,IR1,Lvl,Inside,Gtl,Crawfor,1Fam,2Story,6,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,Noune,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,Unf,GasW,TA,N,FuseA,0,2624,1,0,2,1,4,1,TA,10,1,Gd,Detchd,1918.0,Unf,3,864,TA,TA,N,0,Noune,Noune,0,WD,Normal,12.384223015005313,0,0,1.750095796800133,2624
418,50,RL,60.0,8160,Noune,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,Fa,N,FuseF,0,1134,1,0,1,1,3,1,TA,7,0,Noune,Detchd,1940.0,Unf,1,240,TA,TA,P,0,Noune,Noune,0,WD,AdjLand,11.744045122410057,0,0,-0.4253359056717758,1134
419,20,RL,65.0,8450,Noune,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,0,1056,1,0,1,0,3,1,TA,6,1,Fa,Attchd,1968.0,Unf,1,304,TA,TA,Y,0,Noune,Noune,0,WD,Normal,11.863589378812122,2,269,0.8148764468409663,1056
420,90,RM,78.0,7060,Noune,Reg,Lvl,Inside,Gtl,Mitchel,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1344,2,0,2,0,2,2,TA,8,0,Noune,Attchd,1997.0,Fin,4,784,TA,TA,Y,0,Noune,Noune,0,WD,Alloca,12.237091546357338,0,0,2.2523073508369076,1344
421,20,RL,81.28888888888889,16635,Noune,IR1,Lvl,FR2,Gtl,NWAmes,1Fam,1Story,6,7,1977,2000,Gable,CompShg,CemntBd,CmentBd,Stone,126.0,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,0,1602,0,1,2,0,3,1,Gd,8,1,TA,Attchd,1977.0,Fin,2,529,TA,TA,Y,240,Noune,Noune,0,WD,Normal,12.278397958261774,0,0,2.0473115905942145,1602
422,20,RL,100.0,21750,Noune,Reg,HLS,Inside,Mod,Mitchel,1Fam,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,Noune,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,0,988,0,0,1,0,2,1,TA,4,0,Noune,Attchd,1954.0,RFn,2,520,TA,TA,N,0,Noune,Noune,0,WD,Normal,11.635151947212842,0,0,-1.313728127974598,988
423,60,RL,80.0,9200,Noune,Reg,Lvl,Inside,Gtl,NoRidge,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,473.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,0,2630,1,0,2,1,4,1,Gd,8,1,TA,Attchd,1998.0,Fin,3,696,TA,TA,Y,0,Noune,Noune,0,WD,Normal,12.660331092405906,1,66,1.3464413667771342,2630
424,20,RL,72.0,9000,Noune,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,Unf,GasA,Gd,Y,FuseA,0,1196,1,0,1,0,2,1,TA,6,1,Gd,Attchd,1956.0,RFn,1,297,TA,TA,Y,0,Noune,Noune,0,WD,Normal,11.842236406331555,1,44,0.3594979169963421,1196
425,60,RM,60.0,3378,Grvl,Reg,HLS,Inside,Gtl,OldTown,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,Noune,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,1389,0,0,1,1,3,1,TA,6,2,Gd,Detchd,1947.0,Unf,1,240,TA,TA,P,0,Noune,Noune,0,WD,Normal,11.813037464800539,1,126,-1.2728565593157257,1389
426,80,RL,71.5,12800,Noune,Reg,Low,Inside,Mod,SawyerW,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,0,1644,1,1,2,0,2,1,Gd,5,1,TA,Attchd,1989.0,Fin,2,569,TA,TA,Y,80,Noune,Noune,0,WD,Normal,12.524530013005734,1,396,2.8074651634840437,1644
427,20,RL,77.0,8593,Noune,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,Noune,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,0,907,0,0,1,0,3,1,TA,5,0,Noune,Detchd,1964.0,Unf,1,352,TA,TA,Y,0,Noune,Noune,0,WD,Normal,11.599185726610004,0,0,-0.5098227498316844,907
428,20,RL,64.0,6762,Noune,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1208,1,0,2,0,2,1,Gd,6,0,Noune,Attchd,2007.0,RFn,2,628,TA,TA,Y,105,Noune,Noune,0,New,Partial,12.182809136284991,1,54,0.4903894908980999,1208
429,20,RL,130.0,11457,Noune,IR1,Lvl,Corner,Gtl,Timber,1Fam,1Story,6,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,Noune,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,Unf,GasA,TA,Y,SBrkr,0,1412,1,0,2,0,3,1,Gd,6,1,TA,Attchd,1988.0,Unf,2,576,TA,TA,Y,0,Noune,Noune,0,WD,Normal,12.07254696717504,1,169,1.4082885860158827,1412
430,160,RM,21.0,1680,Noune,Reg,Lvl,Inside,Gtl,BrDale,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,0,987,0,0,1,1,2,1,TA,4,0,Noune,Detchd,1971.0,Unf,1,264,TA,TA,Y,0,Noune,Noune,0,COD,Abnorml,11.355113089309977,0,0,-0.18543420080865905,987
431,50,RM,60.0,5586,Noune,IR1,Bnk,Inside,Gtl,OldTown,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,1198,0,0,1,0,4,1,TA,7,0,Noune,Noune,1934.0,Noune,0,0,Noune,Noune,N,0,MnPrv,Noune,0,ConLD,Abnorml,11.288543647320601,1,98,-1.3031767141071742,1198
432,160,RM,24.0,1920,Noune,Reg,Lvl,Inside,Gtl,BrDale,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,0,1365,1,0,1,1,2,1,TA,6,0,Noune,Detchd,1971.0,Unf,2,440,TA,TA,Y,240,Noune,Noune,0,WD,Normal,11.715874472198905,1,36,0.011971811917145282,1365
433,60,RL,100.0,10839,Noune,IR1,Lvl,Corner,Gtl,Gilbert,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,1604,0,0,2,1,3,1,TA,7,1,TA,Attchd,1997.0,Fin,2,470,TA,TA,Y,0,Noune,Noune,0,WD,Normal,12.10625783509458,1,36,-1.306208729586319,1604
434,180,RM,21.0,1890,Noune,Reg,Lvl,Inside,Gtl,MeadowV,Twnhs,SFoyer,4,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,Noune,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,Unf,GasA,Gd,Y,SBrkr,0,630,1,0,1,0,1,1,TA,3,0,Noune,Noune,1972.0,Noune,0,0,Noune,Noune,Y,88,Noune,Noune,0,WD,Normal,11.302216779257382,0,0,0.09451816617040106,630
435,60,RL,43.0,10667,Noune,IR2,Lvl,CulDSac,Gtl,CollgCr,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,ALQ,GasA,Ex,Y,SBrkr,0,1661,1,0,2,1,3,1,Gd,6,1,TA,Attchd,1996.0,RFn,2,550,TA,TA,Y,158,Noune,Noune,0,ConLw,Normal,12.264346270624157,1,61,0.5212551667308555,1661
436,50,RM,40.0,4400,Noune,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1.5Fin,6,8,1920,1950,Gable,CompShg,Stucco,Stucco,Noune,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,TA,Y,FuseA,0,1118,0,0,1,0,2,1,TA,6,0,Noune,Detchd,1990.0,Unf,2,440,TA,TA,Y,0,Noune,Noune,0,WD,Normal,11.661354090741,0,0,-1.2724927174582283,1118
437,45,RM,50.0,6000,Noune,Reg,Lvl,Inside,Gtl,BrkSide,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,Gd,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,904,0,0,1,0,2,1,TA,4,0,Noune,Detchd,1926.0,Unf,1,180,TA,TA,Y,0,Noune,Noune,0,WD,Normal,11.686887175419702,1,105,-1.3011149435813556,904
438,30,RL,40.0,4280,Noune,Reg,Lvl,Inside,Gtl,Crawfor,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,Noune,0.0,TA,TA,PConc,TA,TA,No,LwQ,Unf,GasA,TA,N,SBrkr,0,694,0,0,1,0,2,1,Gd,4,1,Gd,Detchd,1990.0,Unf,1,352,Gd,TA,P,0,MnPrv,Noune,0,WD,Normal,11.411457364027745,1,34,-0.24087814896158088,694
439,50,RL,67.0,12354,Grvl,Reg,Lvl,Corner,Gtl,Edwards,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,0,1196,0,0,1,0,3,1,Gd,7,0,Noune,Detchd,2005.0,Unf,2,528,TA,TA,Y,0,GdPrv,Shed,800,ConLI,Normal,11.608244735642321,1,46,-1.276858819748197,1196
440,20,RL,105.0,15431,Noune,Reg,Lvl,Inside,Gtl,NridgHt,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,ALQ,GasA,Ex,Y,SBrkr,0,2402,1,0,2,0,2,1,Ex,10,2,Gd,Attchd,2008.0,Fin,3,672,TA,TA,Y,0,Noune,Noune,0,WD,Normal,13.22672519452875,2,242,4.478850098996112,2402
441,90,RL,92.0,12108,Noune,Reg,Lvl,Inside,Gtl,Edwards,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,N,FuseF,0,1440,0,0,2,0,4,2,Fa,8,0,Noune,Noune,1955.0,Noune,0,0,Noune,Noune,Y,0,Noune,Noune,0,WD,Normal,11.678448377988165,0,0,-1.0018356512308197,1440
442,50,RM,52.0,6240,Noune,Reg,Lvl,Inside,Gtl,BrkSide,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,0,1573,0,0,2,0,3,1,TA,8,1,Gd,Detchd,1930.0,Unf,2,360,TA,TA,P,0,Noune,Noune,0,WD,Normal,12.000897933306716,0,0,-1.3246433836995195,1573
443,120,RL,53.0,3922,Noune,Reg,Lvl,Inside,Gtl,Blmngtn,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,WdShing,Wd Shng,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,0,1258,0,0,2,0,2,1,Gd,6,1,Gd,Attchd,2007.0,Fin,3,648,TA,TA,Y,144,Noune,Noune,0,New,Partial,12.058158312538197,1,16,-1.3464738951493622,1258
444,60,RL,70.0,8750,Noune,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1908,1,0,2,1,4,1,Gd,8,1,TA,Attchd,1994.0,Unf,2,493,TA,TA,Y,144,Noune,Noune,0,WD,Normal,12.25486757159303,1,133,0.4652656975366264,1908
445,20,RL,73.0,9855,Noune,Reg,Lvl,Corner,Gtl,Edwards,1Fam,1Story,6,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Fa,Y,SBrkr,0,1689,0,0,1,0,3,1,TA,7,1,Gd,Attchd,1956.0,Unf,2,480,TA,TA,Y,0,MnPrv,Noune,0,COD,Normal,11.755879486687116,0,0,-1.3680618453608733,1689
446,20,RL,137.0,16492,Noune,IR1,Lvl,Corner,Gtl,NAmes,1Fam,1Story,6,6,1966,2002,Gable,CompShg,BrkFace,Plywood,Noune,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,Ex,Y,SBrkr,0,1888,0,0,2,1,2,1,Gd,6,1,Gd,Attchd,1966.0,Fin,2,578,TA,TA,Y,0,Noune,Noune,0,WD,Normal,12.154784614286667,0,0,0.8587509472429743,1888
